Airline,Origin,Dest,DepHour,flight_count
9E,DTW,TVC,10,27
9E,DTW,TVC,12,29
9E,DTW,TVC,17,18
9E,DTW,TYS,8,17
9E,DTW,TYS,10,181
9E,DTW,TYS,16,34
9E,DTW,TYS,19,145
9E,DTW,TYS,20,180
9E,DTW,XNA,15,32
9E,DTW,XNA,16,10
9E,ECP,ATL,15,24
9E,EVV,ATL,6,255
9E,EVV,ATL,11,203
9E,EVV,ATL,14,48
9E,EVV,ATL,16,48
9E,EVV,ATL,17,139
9E,EWR,CVG,8,44
9E,EWR,CVG,9,184
9E,EWR,CVG,11,10
9E,EWR,CVG,13,26
9E,EWR,CVG,14,144
9E,EWR,CVG,15,98
9E,EWR,CVG,19,100
9E,EWR,CVG,20,169
9E,EWR,RDU,9,210
9E,EWR,RDU,11,44
9E,EWR,RDU,15,244
9E,EWR,RDU,18,10
9E,EWR,RDU,19,216
9E,EWR,RDU,20,51
9E,EYW,ATL,7,138
9E,EYW,ATL,15,10
9E,FAR,MSP,11,69
9E,FAR,MSP,13,48
9E,FAR,MSP,16,18
9E,FAR,MSP,17,81
9E,FAY,ATL,6,52
9E,FAY,ATL,10,24
9E,FAY,ATL,11,12
9E,FAY,ATL,13,17
9E,FAY,ATL,14,23
9E,FAY,ATL,15,91
9E,FAY,ATL,16,63
9E,FAY,ATL,18,67
9E,FSD,MSP,10,116
9E,FSD,MSP,13,168
9E,FSD,MSP,16,24
9E,FSD,MSP,17,29
9E,FWA,ATL,6,57
9E,FWA,ATL,11,47
9E,FWA,ATL,14,15
9E,FWA,ATL,16,46
9E,FWA,MSP,8,59
9E,GFK,MSP,5,19
9E,GFK,MSP,12,19
9E,GFK,MSP,16,12
9E,GFK,MSP,17,36
9E,GNV,ATL,10,19
9E,GNV,ATL,11,30
9E,GNV,ATL,12,10
9E,GNV,ATL,15,30
9E,GNV,ATL,19,22
9E,GPT,ATL,10,13
9E,GPT,ATL,11,16
9E,GPT,ATL,17,17
9E,GRB,MSP,6,29
9E,GRB,MSP,12,21
9E,GRR,DTW,14,15
9E,GRR,DTW,17,20
9E,GRR,LGA,6,218
9E,GRR,LGA,10,12
9E,GRR,LGA,11,209
9E,GRR,LGA,12,48
9E,GRR,LGA,14,10
9E,GRR,LGA,17,119
9E,GRR,LGA,18,119
9E,GRR,MSP,11,64
9E,GRR,MSP,16,31
9E,GSO,ATL,17,21
9E,GSO,ATL,19,33
9E,GSO,DTW,6,178
9E,GSO,DTW,7,151
9E,GSO,DTW,14,41
9E,GSO,DTW,15,34
9E,GSO,DTW,16,56
9E,GSO,LGA,6,207
9E,GSO,LGA,7,42
9E,GSO,LGA,10,74
9E,GSO,LGA,11,176
9E,GSO,LGA,12,26
9E,GSO,LGA,14,156
9E,GSO,LGA,17,62
9E,GSO,LGA,18,141
9E,GSO,LGA,19,54
9E,GSP,ATL,8,14
9E,GSP,ATL,14,31
9E,GSP,ATL,17,20
9E,GSP,DTW,6,27
9E,GSP,DTW,7,72
9E,GSP,DTW,12,83
9E,GSP,DTW,13,33
9E,GSP,DTW,15,17
9E,GSP,DTW,17,101
9E,GSP,LGA,6,254
9E,GSP,LGA,7,31
9E,GSP,LGA,8,12
9E,GSP,LGA,10,46
9E,GSP,LGA,11,33
9E,GSP,LGA,12,260
9E,GSP,LGA,13,10
9E,GSP,LGA,17,46
9E,GSP,LGA,18,237
9E,GTR,ATL,6,362
9E,GTR,ATL,14,359
9E,HPN,ATL,10,226
9E,HPN,ATL,15,182
9E,HPN,ATL,16,245
9E,HPN,ATL,18,251
9E,HPN,DTW,5,32
9E,HSV,ATL,7,39
9E,HSV,ATL,9,37
9E,HSV,ATL,11,69
9E,HSV,ATL,12,23
9E,HSV,ATL,13,34
9E,HSV,ATL,14,68
9E,HSV,ATL,15,24
9E,HSV,ATL,16,39
9E,HSV,ATL,17,30
9E,HSV,ATL,18,63
9E,HSV,DTW,11,24
9E,HSV,DTW,12,73
9E,HSV,DTW,13,46
9E,IAD,DTW,13,92
9E,IAD,DTW,17,19
9E,IAD,DTW,18,37
9E,IAD,JFK,11,54
9E,IAD,JFK,12,100
9E,IAD,JFK,16,15
9E,IAD,MSP,18,64
9E,ICT,ATL,11,61
9E,ICT,ATL,13,14
9E,ICT,ATL,17,76
9E,ICT,MSP,7,12
9E,ILM,ATL,11,256
9E,ILM,ATL,14,42
9E,ILM,ATL,16,67
9E,ILM,ATL,17,172
9E,ILM,LGA,7,302
9E,ILM,LGA,8,13
9E,ILM,LGA,10,11
9E,ILM,LGA,11,14
9E,ILM,LGA,12,179
9E,ILM,LGA,13,40
9E,ILM,LGA,14,20
9E,ILM,LGA,17,155
9E,IND,DTW,6,12
9E,IND,DTW,10,160
9E,IND,DTW,13,14
9E,IND,DTW,14,157
9E,IND,DTW,15,16
9E,IND,DTW,17,87
9E,IND,DTW,18,69
9E,IND,JFK,6,48
9E,IND,JFK,7,273
9E,IND,JFK,12,293
9E,IND,JFK,13,32
9E,IND,JFK,17,190
9E,IND,JFK,18,68
9E,IND,LGA,6,206
9E,IND,LGA,8,98
9E,IND,LGA,11,105
9E,IND,LGA,14,39
9E,IND,LGA,15,116
9E,IND,LGA,17,27
9E,IND,LGA,18,137
9E,IND,MSP,12,88
9E,IND,MSP,16,28
9E,IND,MSP,18,28
9E,IND,MSP,19,25
9E,ITH,JFK,5,325
9E,ITH,JFK,6,31
9E,ITH,JFK,13,73
9E,ITH,JFK,14,59
9E,ITH,JFK,15,200
9E,ITH,JFK,16,15
9E,JAN,ATL,7,18
9E,JAN,ATL,9,37
9E,JAN,ATL,10,42
9E,JAN,ATL,11,37
9E,JAN,ATL,12,17
9E,JAN,ATL,17,79
9E,JAN,ATL,18,13
9E,JAX,JFK,7,210
9E,JAX,JFK,10,84
9E,JAX,JFK,12,99
9E,JAX,JFK,18,29
9E,JAX,LGA,6,69
9E,JAX,LGA,8,22
9E,JAX,LGA,10,14
9E,JAX,LGA,11,127
9E,JAX,LGA,12,60
9E,JAX,LGA,14,14
9E,JAX,LGA,16,13
9E,JAX,LGA,18,30
9E,JAX,LGA,19,80
9E,JFK,BGR,12,36
9E,JFK,BGR,13,16
9E,JFK,BGR,20,59
9E,JFK,BGR,22,213
9E,JFK,BNA,15,29
9E,JFK,BNA,16,115
9E,JFK,BTV,9,130
9E,JFK,BTV,10,183
9E,JFK,BTV,11,31
9E,JFK,BTV,20,64
9E,JFK,BTV,22,270
9E,JFK,BUF,7,59
9E,JFK,BUF,8,88
9E,JFK,BUF,9,169
9E,JFK,BUF,12,115
9E,JFK,BUF,13,131
9E,JFK,BUF,15,29
9E,JFK,BUF,17,97
9E,JFK,BUF,18,15
9E,JFK,BUF,21,13
9E,JFK,BUF,22,79
9E,JFK,BWI,14,123
9E,JFK,BWI,15,114
9E,JFK,BWI,21,234
9E,JFK,CHS,7,42
9E,JFK,CHS,8,298
9E,JFK,CHS,13,102
9E,JFK,CHS,14,182
9E,JFK,CHS,17,31
9E,JFK,CHS,18,100
9E,JFK,CHS,19,136
9E,JFK,CHS,20,29
9E,JFK,CLE,8,31
9E,JFK,CLE,9,294
9E,JFK,CLE,13,28
9E,JFK,CLE,14,61
9E,JFK,CLE,15,141
9E,JFK,CLE,21,84
9E,JFK,CLT,7,21
9E,JFK,CLT,8,251
9E,JFK,CLT,10,17
9E,JFK,CLT,11,211
9E,JFK,CLT,12,26
9E,JFK,CLT,14,342
9E,JFK,CLT,16,157
9E,JFK,CLT,17,79
9E,JFK,CLT,19,173
9E,JFK,CLT,20,38
9E,JFK,CVG,7,63
9E,JFK,CVG,8,233
9E,JFK,CVG,9,20
9E,JFK,CVG,14,338
9E,JFK,CVG,17,146
9E,JFK,CVG,18,140
9E,JFK,CVG,19,57
9E,JFK,DCA,9,21
9E,JFK,DTW,7,364
9E,JFK,DTW,12,254
9E,JFK,DTW,16,12
9E,JFK,DTW,18,10
9E,JFK,DTW,19,124
9E,JFK,IAD,11,90
9E,JFK,IAD,15,51
9E,JFK,IAD,16,32
9E,JFK,IND,9,285
9E,JFK,IND,10,28
9E,JFK,IND,14,242
9E,JFK,IND,15,31
9E,JFK,IND,17,26
9E,JFK,IND,18,292
9E,JFK,ITH,11,74
9E,JFK,ITH,12,119
9E,JFK,ITH,13,149
9E,JFK,ITH,14,17
9E,JFK,ITH,21,235
9E,JFK,ITH,22,94
9E,JFK,JAX,7,126
9E,JFK,JAX,8,36
9E,JFK,JAX,9,32
9E,JFK,JAX,14,43
9E,JFK,JAX,18,203
9E,JFK,MCI,7,13
9E,JFK,MCI,8,82
9E,JFK,MCI,9,63
9E,JFK,MCI,13,91
9E,JFK,MCI,14,171
9E,JFK,MCI,18,12
9E,JFK,MKE,16,98
9E,JFK,MSP,6,104
9E,JFK,MSP,7,44
9E,JFK,MSP,12,29
9E,JFK,MSP,17,58
9E,JFK,ORD,8,30
9E,JFK,ORD,16,29
9E,JFK,ORF,9,238
9E,JFK,ORF,10,92
9E,JFK,ORF,13,60
9E,JFK,ORF,14,39
9E,JFK,ORF,17,16
9E,JFK,ORF,18,45
9E,JFK,ORF,19,87
9E,JFK,ORF,20,92
9E,JFK,ORF,21,70
9E,JFK,PIT,9,223
9E,JFK,PIT,10,32
9E,JFK,PIT,13,60
9E,JFK,PIT,14,189
9E,JFK,PIT,19,27
9E,JFK,PWM,12,59
9E,JFK,PWM,13,84
9E,JFK,PWM,14,25
9E,JFK,PWM,15,36
9E,JFK,PWM,22,84
9E,JFK,RDU,7,90
9E,JFK,RDU,8,111
9E,JFK,RDU,9,150
9E,JFK,RDU,10,35
9E,JFK,RDU,11,25
9E,JFK,RDU,12,228
9E,JFK,RDU,13,86
9E,JFK,RDU,14,224
9E,JFK,RDU,16,220
9E,JFK,RDU,17,119
9E,JFK,RDU,19,319
9E,JFK,RIC,8,100
9E,JFK,RIC,9,54
9E,JFK,RIC,10,70
9E,JFK,RIC,13,58
9E,JFK,RIC,15,105
9E,JFK,RIC,16,117
9E,JFK,RIC,21,28
9E,JFK,ROC,9,143
9E,JFK,ROC,10,38
9E,JFK,ROC,13,90
9E,JFK,ROC,15,13
9E,JFK,ROC,16,94
9E,JFK,ROC,17,140
9E,JFK,ROC,20,20
9E,JFK,ROC,21,30
9E,JFK,ROC,22,234
9E,JFK,ROC,23,22
9E,JFK,SAV,7,43
9E,JFK,SAV,8,253
9E,JFK,SAV,13,251
9E,JFK,SAV,14,64
9E,JFK,SAV,18,64
9E,JFK,SAV,19,215
9E,JFK,SYR,8,204
9E,JFK,SYR,9,15
9E,JFK,SYR,10,31
9E,JFK,SYR,13,272
9E,JFK,SYR,14,29
9E,JFK,SYR,21,75
9E,JFK,SYR,22,116
9E,JFK,SYR,23,28
9E,LAN,DTW,12,75
9E,LAN,DTW,18,53
9E,LEX,ATL,6,17
9E,LEX,ATL,7,15
9E,LEX,ATL,10,31
9E,LEX,ATL,11,17
9E,LEX,ATL,12,29
9E,LEX,ATL,13,14
9E,LEX,ATL,15,39
9E,LEX,ATL,18,38
9E,LFT,ATL,6,232
9E,LFT,ATL,10,31
9E,LFT,ATL,11,192
9E,LFT,ATL,12,59
9E,LFT,ATL,13,11
9E,LFT,ATL,14,60
9E,LFT,ATL,17,201
9E,LGA,ALB,9,52
9E,LGA,ALB,11,50
9E,LGA,ALB,12,180
9E,LGA,ALB,17,21
9E,LGA,ALB,18,16
9E,LGA,ALB,21,261
9E,LGA,ALB,22,25
9E,LGA,AVL,8,228
9E,LGA,AVL,9,106
9E,LGA,AVL,11,18
9E,LGA,AVL,12,36
9E,LGA,AVL,13,130
9E,LGA,AVL,14,24
9E,LGA,AVL,15,27
9E,LGA,BDL,21,222
9E,LGA,BGR,9,51
9E,LGA,BGR,10,234
9E,LGA,BGR,11,23
9E,LGA,BGR,13,200
9E,LGA,BGR,15,22
9E,LGA,BGR,16,18
9E,LGA,BGR,17,24
9E,LGA,BGR,18,16
9E,LGA,BGR,20,12
9E,LGA,BGR,21,261
9E,LGA,BHM,8,280
9E,LGA,BHM,9,21
9E,LGA,BHM,11,11
9E,LGA,BHM,13,59
9E,LGA,BHM,14,236
9E,LGA,BHM,18,27
9E,LGA,BHM,19,258
9E,LGA,BNA,6,56
9E,LGA,BNA,9,10
9E,LGA,BNA,10,61
9E,LGA,BNA,13,63
9E,LGA,BNA,14,127
9E,LGA,BNA,17,139
9E,LGA,BTV,9,171
9E,LGA,BTV,10,85
9E,LGA,BTV,13,54
9E,LGA,BTV,14,77
9E,LGA,BTV,15,142
9E,LGA,BTV,17,23
9E,LGA,BTV,21,223
9E,LGA,BUF,7,90
9E,LGA,BUF,8,133
9E,LGA,BUF,9,21
9E,LGA,BUF,11,40
9E,LGA,BUF,12,143
9E,LGA,BUF,16,229
9E,LGA,BUF,17,13
9E,LGA,BUF,18,10
9E,LGA,BUF,21,170
9E,LGA,CAE,11,18
9E,LGA,CAE,12,58
9E,LGA,CAE,13,144
9E,LGA,CAE,14,14
9E,LGA,CAE,20,233
9E,LGA,CAE,21,48
9E,LGA,CHA,20,62
9E,LGA,CHO,7,19
9E,LGA,CHO,8,88
9E,LGA,CHO,9,137
9E,LGA,CHO,11,11
9E,LGA,CHO,14,22
9E,LGA,CHO,15,180
9E,LGA,CHO,16,120
9E,LGA,CHO,20,103
9E,LGA,CHO,21,181
9E,LGA,CHS,7,167
9E,LGA,CHS,8,12
9E,LGA,CHS,10,63
9E,LGA,CHS,11,80
9E,LGA,CHS,14,34
9E,LGA,CHS,15,184
9E,LGA,CHS,19,138
9E,LGA,CLE,6,78
9E,LGA,CLE,7,27
9E,LGA,CLE,8,201
9E,LGA,CLE,9,108
9E,LGA,CLE,10,10
9E,LGA,CLE,11,26
9E,LGA,CLE,12,106
9E,LGA,CLE,13,45
9E,LGA,CLE,16,295
9E,LGA,CLE,18,12
9E,LGA,CLE,19,27
9E,LGA,CLE,20,40
9E,LGA,CLT,6,201
9E,LGA,CLT,7,16
9E,LGA,CLT,8,194
9E,LGA,CLT,10,218
9E,LGA,CLT,12,24
9E,LGA,CLT,13,303
9E,LGA,CLT,16,218
9E,LGA,CLT,17,28
9E,LGA,CLT,18,14
9E,LGA,CLT,19,210
9E,LGA,CMH,11,16
9E,LGA,CVG,6,46
9E,LGA,CVG,7,205
9E,LGA,CVG,8,41
9E,LGA,CVG,9,95
9E,LGA,CVG,10,191
9E,LGA,CVG,12,87
9E,LGA,CVG,13,195
9E,LGA,CVG,14,31
9E,LGA,CVG,15,22
9E,LGA,CVG,16,231
9E,LGA,CVG,17,85
9E,LGA,CVG,18,148
9E,LGA,CVG,19,137
9E,LGA,DAY,18,206
9E,LGA,DAY,20,73
9E,LGA,DSM,9,88
9E,LGA,DSM,10,147
9E,LGA,DSM,11,58
9E,LGA,DSM,13,15
9E,LGA,DSM,15,56
9E,LGA,DSM,16,85
9E,LGA,DSM,17,156
9E,LGA,GRR,8,215
9E,LGA,GRR,9,22
9E,LGA,GRR,13,26
9E,LGA,GRR,14,73
9E,LGA,GRR,15,156
9E,LGA,GRR,19,23
9E,LGA,GRR,20,215
9E,LGA,GSO,8,196
9E,LGA,GSO,9,63
9E,LGA,GSO,11,21
9E,LGA,GSO,12,137
9E,LGA,GSO,13,24
9E,LGA,GSO,14,107
9E,LGA,GSO,15,85
9E,LGA,GSO,16,70
9E,LGA,GSO,18,120
9E,LGA,GSO,19,51
9E,LGA,GSO,20,59
9E,LGA,GSP,7,47
9E,LGA,GSP,8,64
9E,LGA,GSP,9,246
9E,LGA,GSP,13,25
9E,LGA,GSP,14,266
9E,LGA,GSP,15,10
9E,LGA,GSP,18,107
9E,LGA,GSP,19,116
9E,LGA,GSP,20,56
9E,LGA,ILM,9,214
9E,LGA,ILM,11,25
9E,LGA,ILM,12,21
9E,LGA,ILM,13,126
9E,LGA,ILM,14,42
9E,LGA,ILM,15,14
9E,LGA,ILM,16,12
9E,LGA,ILM,20,247
9E,LGA,ILM,21,25
9E,LGA,IND,8,107
9E,LGA,IND,9,10
9E,LGA,IND,10,10
9E,LGA,IND,11,99
9E,LGA,IND,12,34
9E,LGA,IND,14,119
9E,LGA,IND,15,54
9E,LGA,IND,16,28
9E,LGA,IND,17,81
9E,LGA,IND,19,158
9E,LGA,IND,20,50
9E,LGA,JAX,7,17
9E,LGA,JAX,8,172
9E,LGA,JAX,11,17
9E,LGA,JAX,12,14
9E,LGA,JAX,15,121
9E,LGA,JAX,19,77
9E,LGA,LIT,16,32
9E,LGA,LIT,17,160
9E,LGA,MCI,7,165
9E,LGA,MCI,9,17
9E,LGA,MCI,10,55
9E,LGA,MCI,12,52
9E,LGA,MCI,13,128
9E,LGA,MCI,14,14
9E,LGA,MCI,15,70
9E,LGA,MCI,16,81
9E,LGA,MCI,18,55
9E,LGA,MCI,19,47
9E,LGA,MEM,8,109
9E,LGA,MEM,9,46
9E,LGA,MEM,10,17
9E,LGA,MEM,13,12
9E,LGA,MEM,14,101
9E,LGA,MEM,19,52
9E,LGA,MEM,20,208
9E,LGA,MEM,21,21
9E,LGA,MKE,8,247
9E,LGA,MKE,9,10
9E,LGA,MKE,10,79
9E,LGA,MKE,11,20
9E,LGA,MKE,13,79
9E,LGA,MKE,14,150
9E,LGA,MKE,15,48
9E,LGA,MKE,18,25
9E,LGA,MSN,9,91
9E,LGA,MSN,20,122
9E,LGA,MYR,9,141
9E,LGA,MYR,10,84
9E,LGA,MYR,11,32
9E,LGA,MYR,12,24
9E,LGA,MYR,13,103
9E,LGA,MYR,16,17
9E,LGA,MYR,20,113
9E,LGA,OMA,8,43
9E,LGA,OMA,13,35
9E,LGA,OMA,14,47
9E,LGA,OMA,18,89
9E,LGA,ORF,8,203
9E,LGA,ORF,11,27
9E,LGA,ORF,14,159
9E,LGA,ORF,15,95
9E,LGA,ORF,16,39
9E,LGA,ORF,20,125
9E,LGA,ORH,12,100
9E,LGA,ORH,13,48
9E,LGA,ORH,14,107
9E,LGA,ORH,15,31
9E,LGA,PIT,7,67
9E,LGA,PIT,8,44
9E,LGA,PIT,10,18
9E,LGA,PIT,12,23
9E,LGA,PIT,13,32
9E,LGA,PIT,14,132
9E,LGA,PIT,16,165
9E,LGA,PIT,17,108
9E,LGA,PNS,9,52
9E,LGA,PNS,10,99
9E,LGA,PNS,11,74
9E,LGA,PVD,11,23
9E,LGA,PVD,12,155
9E,LGA,PVD,18,15
9E,LGA,PVD,21,191
9E,LGA,PWM,9,110
9E,LGA,PWM,11,19
9E,LGA,PWM,12,152
9E,LGA,PWM,14,68
9E,LGA,PWM,15,26
9E,LGA,PWM,17,16
9E,LGA,PWM,20,35
9E,LGA,PWM,21,48
9E,LGA,RDU,6,199
9E,LGA,RDU,7,13
9E,LGA,RDU,8,304
9E,LGA,RDU,9,12
9E,LGA,RDU,11,256
9E,LGA,RDU,12,109
9E,LGA,RDU,13,194
9E,LGA,RDU,14,73
9E,LGA,RDU,15,243
9E,LGA,RDU,16,98
9E,LGA,RDU,17,226
9E,LGA,RDU,18,16
9E,LGA,RDU,19,52
9E,LGA,RDU,20,196
9E,LGA,RIC,6,16
9E,LGA,RIC,7,88
9E,LGA,RIC,8,97
9E,LGA,RIC,10,233
9E,LGA,RIC,12,13
9E,LGA,RIC,13,49
9E,LGA,RIC,14,38
9E,LGA,RIC,15,53
9E,LGA,RIC,16,36
9E,LGA,RIC,17,158
9E,LGA,RIC,20,126
9E,LGA,RIC,21,24
9E,LGA,ROA,14,12
9E,LGA,ROA,15,14
9E,LGA,ROA,20,222
9E,LGA,ROA,21,57
9E,LGA,ROC,9,91
9E,LGA,ROC,10,202
9E,LGA,ROC,14,102
9E,LGA,ROC,15,199
9E,LGA,ROC,16,10
9E,LGA,ROC,17,18
9E,LGA,ROC,21,275
9E,LGA,SAV,8,97
9E,LGA,SAV,9,221
9E,LGA,SAV,13,52
9E,LGA,SAV,14,70
9E,LGA,SAV,15,172
9E,LGA,SAV,18,57
9E,LGA,SAV,19,26
9E,LGA,SAV,20,157
9E,LGA,SDF,13,18
9E,LGA,STL,6,131
9E,LGA,STL,7,25
9E,LGA,STL,8,121
9E,LGA,STL,9,134
9E,LGA,STL,10,107
9E,LGA,STL,12,167
9E,LGA,STL,14,41
9E,LGA,STL,15,116
9E,LGA,STL,16,149
9E,LGA,STL,18,239
9E,LGA,STL,19,23
9E,LGA,SYR,9,264
9E,LGA,SYR,10,23
9E,LGA,SYR,14,25
9E,LGA,SYR,15,50
9E,LGA,SYR,17,18
9E,LGA,SYR,21,161
9E,LGA,TUL,17,39
9E,LGA,TUL,18,55
9E,LGA,TVC,8,55
9E,LGA,TVC,9,16
9E,LGA,TYS,8,284
9E,LGA,TYS,9,32
9E,LGA,TYS,12,54
9E,LGA,TYS,13,64
9E,LGA,TYS,14,176
9E,LGA,TYS,17,14
9E,LGA,TYS,18,278
9E,LGA,XNA,8,212
9E,LGA,XNA,16,87
9E,LIT,ATL,7,21
9E,LIT,ATL,17,20
9E,LIT,ATL,18,23
9E,LIT,LGA,6,25
9E,LIT,LGA,7,151
9E,LIT,LGA,9,10
9E,MBS,DTW,7,28
9E,MBS,DTW,14,28
9E,MBS,DTW,17,16
9E,MBS,DTW,18,24
9E,MCI,DTW,14,26
9E,MCI,JFK,10,91
9E,MCI,JFK,11,60
9E,MCI,JFK,12,16
9E,MCI,JFK,16,91
9E,MCI,JFK,17,166
9E,MCI,LGA,6,91
9E,MCI,LGA,7,29
9E,MCI,LGA,10,172
9E,MCI,LGA,11,10
9E,MCI,LGA,13,54
9E,MCI,LGA,16,46
9E,MCI,LGA,17,116
9E,MCI,LGA,19,142
9E,MDT,ATL,6,69
9E,MDT,ATL,12,72
9E,MDT,ATL,15,31
9E,MDT,ATL,17,41
9E,MDT,DTW,18,55
9E,MEM,DTW,6,41
9E,MEM,DTW,10,104
9E,MEM,DTW,12,75
9E,MEM,DTW,17,55
9E,MEM,LGA,6,239
9E,MEM,LGA,9,25
9E,MEM,LGA,10,13
9E,MEM,LGA,11,104
9E,MEM,LGA,12,76
9E,MEM,LGA,17,99
9E,MEM,MSP,6,27
9E,MEM,MSP,12,120
9E,MEM,MSP,18,21
9E,MGM,ATL,6,192
9E,MGM,ATL,9,218
9E,MGM,ATL,12,58
9E,MGM,ATL,13,194
9E,MGM,ATL,14,38
9E,MGM,ATL,15,27
9E,MGM,ATL,16,38
9E,MGM,ATL,18,147
9E,MKE,JFK,12,61
9E,MKE,JFK,13,28
9E,MKE,JFK,14,20
9E,MKE,LGA,6,24
9E,MKE,LGA,10,183
9E,MKE,LGA,11,70
9E,MKE,LGA,15,80
9E,MKE,LGA,17,188
9E,MKE,LGA,18,46
9E,MKE,LGA,19,55
9E,MKE,MSP,11,12
9E,MKE,MSP,12,58
9E,MKE,MSP,15,22
9E,MLI,ATL,5,107
9E,MLI,ATL,6,248
9E,MLI,ATL,16,12
9E,MLI,ATL,17,336
9E,MLU,ATL,6,366
9E,MLU,ATL,11,38
9E,MLU,ATL,12,137
9E,MLU,ATL,15,20
9E,MLU,ATL,17,288
9E,MLU,ATL,18,13
9E,MOB,ATL,6,49
9E,MOB,ATL,9,176
9E,MOB,ATL,10,95
9E,MOB,ATL,11,18
9E,MOB,ATL,12,10
9E,MOB,ATL,13,89
9E,MOB,ATL,14,110
9E,MOB,ATL,16,12
9E,MOB,ATL,17,14
9E,MOB,ATL,18,120
9E,MOB,ATL,19,65
9E,MQT,DTW,15,58
9E,MQT,DTW,18,48
9E,MSN,ATL,5,15
9E,MSN,ATL,17,16
9E,MSN,DTW,9,65
9E,MSN,DTW,10,13
9E,MSN,DTW,18,20
9E,MSN,LGA,6,84
9E,MSN,LGA,7,39
9E,MSN,LGA,9,12
9E,MSN,LGA,12,85
9E,MSN,MSP,7,20
9E,MSN,MSP,9,30
9E,MSN,MSP,10,40
9E,MSN,MSP,11,22
9E,MSN,MSP,14,52
9E,MSN,MSP,16,32
9E,MSN,MSP,17,15
9E,MSN,MSP,18,101
9E,MSN,MSP,19,11
9E,MSP,ATW,10,68
9E,MSP,ATW,14,26
9E,MSP,ATW,19,41
9E,MSP,BIS,13,10
9E,MSP,CHS,10,13
9E,MSP,CID,10,30
9E,MSP,CID,14,56
9E,MSP,CID,21,54
9E,MSP,CLE,7,104
9E,MSP,CLE,9,30
9E,MSP,CLE,13,62
9E,MSP,CLE,15,13
9E,MSP,CLE,16,17
9E,MSP,CLE,19,17
9E,MSP,CLE,20,17
9E,MSP,CMH,7,37
9E,MSP,CMH,8,27
9E,MSP,CMH,10,32
9E,MSP,CMH,12,45
9E,MSP,CMH,13,24
9E,MSP,CMH,19,12
9E,MSP,CVG,7,36
9E,MSP,CVG,8,11
9E,MSP,CVG,9,110
9E,MSP,CVG,10,11
9E,MSP,CVG,12,109
9E,MSP,CVG,13,89
9E,MSP,CVG,15,157
9E,MSP,CVG,19,25
9E,MSP,CVG,20,17
9E,MSP,CWA,12,62
9E,MSP,CWA,13,149
9E,MSP,CWA,14,151
9E,MSP,CWA,19,335
9E,MSP,CWA,20,27
9E,MSP,DLH,9,53
9E,MSP,DLH,15,24
9E,MSP,DLH,16,76
9E,MSP,DLH,21,29
9E,MSP,DSM,10,285
9E,MSP,DSM,12,41
9E,MSP,DSM,13,30
9E,MSP,DSM,15,284
9E,MSP,DSM,19,358
9E,MSP,FAR,8,10
9E,MSP,FAR,9,59
9E,MSP,FAR,11,48
9E,MSP,FAR,13,11
9E,MSP,FAR,15,81
9E,MSP,FSD,8,31
9E,MSP,FSD,9,89
9E,MSP,FSD,11,168
9E,MSP,FSD,14,14
9E,MSP,FSD,15,29
9E,MSP,FWA,19,58
9E,MSP,GFK,10,19
9E,MSP,GFK,13,12
9E,MSP,GFK,15,36
9E,MSP,GFK,21,12
9E,MSP,GRB,10,21
9E,MSP,GRB,19,22
9E,MSP,GRR,7,13
9E,MSP,GRR,8,25
9E,MSP,GRR,9,26
9E,MSP,GRR,13,23
9E,MSP,IAD,7,54
9E,MSP,ICT,18,13
9E,MSP,IND,9,89
9E,MSP,IND,13,29
9E,MSP,IND,15,51
9E,MSP,JFK,7,29
9E,MSP,JFK,14,58
9E,MSP,JFK,19,147
9E,MSP,MEM,9,119
9E,MSP,MEM,15,22
9E,MSP,MEM,19,24
9E,MSP,MKE,8,17
9E,MSP,MKE,10,58
9E,MSP,MKE,13,22
9E,MSP,MSN,7,31
9E,MSP,MSN,9,50
9E,MSP,MSN,12,51
9E,MSP,MSN,14,32
9E,MSP,MSN,15,10
9E,MSP,MSN,16,107
9E,MSP,MSN,17,11
9E,MSP,MSN,20,24
9E,MSP,OMA,8,158
9E,MSP,OMA,9,15
9E,MSP,ORF,12,70
9E,MSP,ORF,13,59
9E,MSP,ORF,14,52
9E,MSP,PIT,7,65
9E,MSP,PIT,8,26
9E,MSP,PIT,9,29
9E,MSP,PIT,12,53
9E,MSP,PIT,13,31
9E,MSP,PIT,20,25
9E,MSP,RAP,10,46
9E,MSP,RAP,14,89
9E,MSP,RAP,21,51
9E,MSP,RIC,13,31
9E,MSP,RIC,14,29
9E,MSP,RIC,19,32
9E,MSP,RIC,20,111
9E,MSP,RST,10,15
9E,MSP,RST,11,52
9E,MSP,RST,14,19
9E,MSP,RST,16,89
9E,MSP,RST,21,42
9E,MSP,SAV,10,29
9E,MSP,SDF,10,67
9E,MSP,STL,12,28
9E,MSP,STL,13,33
9E,MSP,SYR,20,119
9E,MSP,TVC,10,28
9E,MSP,TYS,19,102
9E,MSP,TYS,20,93
9E,MSP,XNA,8,109
9E,MSP,XNA,9,86
9E,MSP,XNA,10,15
9E,MSP,XNA,14,219
9E,MYR,LGA,7,130
9E,MYR,LGA,8,18
9E,MYR,LGA,12,10
9E,MYR,LGA,13,168
9E,MYR,LGA,14,70
9E,MYR,LGA,15,32
9E,MYR,LGA,16,93
9E,OAJ,ATL,5,101
