Origin,Dest,typical_distance,typical_hour
EYW,BOS,1373,12
EYW,CLT,736,14
EYW,CVG,1013,11
EYW,DCA,1023,12
EYW,DFW,1089,15
EYW,EWR,1196,15
EYW,IAD,1023,12
EYW,IAH,915,16
EYW,IND,1078,10
EYW,LGA,1207,14
EYW,MIA,126,15
EYW,ORD,1251,15
EYW,PHL,1121,14
EYW,PIE,238,15
EYW,PIT,1102,10
EYW,SFB,292,17
FAI,ANC,261,13
FAI,DEN,2430,23
FAI,MSP,2466,22
FAI,ORD,2785,20
FAI,SEA,1533,7
FAR,AZA,1220,16
FAR,BNA,910,11
FAR,DEN,627,11
FAR,DFW,968,11
FAR,LAS,1205,12
FAR,MCO,1526,15
FAR,MSP,223,11
FAR,ORD,557,10
FAR,PHX,1225,7
FAR,PIE,1519,10
FAR,SFB,1508,17
FAT,ATL,1997,22
FAT,DAL,1325,12
FAT,DEN,844,9
FAT,DFW,1313,10
FAT,LAS,259,13
FAT,LAX,209,10
FAT,ORD,1730,23
FAT,PDX,626,8
FAT,PHX,493,12
FAT,SAN,314,12
FAT,SEA,748,10
FAT,SFO,158,13
FAT,SLC,501,12
FAY,ATL,331,11
FAY,CLT,118,11
FAY,DFW,1051,6
FCA,AZA,1044,19
FCA,DEN,752,14
FCA,DFW,1390,13
FCA,IAH,1613,14
FCA,LAS,845,18
FCA,LAX,1014,13
FCA,MSP,1026,13
FCA,OAK,834,14
FCA,ORD,1352,12
FCA,SAN,1086,13
FCA,SEA,379,11
FCA,SFO,844,16
FCA,SLC,531,12
FLG,DFW,853,7
FLG,LAX,393,18
FLG,PHX,119,11
FLL,ABE,1041,11
FLL,ACY,977,13
FLL,ALB,1204,18
FLL,ATL,581,13
FLL,ATW,1338,13
FLL,AUS,1105,12
FLL,AVL,661,15
FLL,BDL,1173,17
FLL,BGR,1438,13
FLL,BHM,650,13
FLL,BLV,1028,15
FLL,BNA,793,14
FLL,BOS,1237,14
FLL,BQN,982,11
FLL,BUF,1166,14
FLL,BWI,925,14
FLL,CAK,1026,15
FLL,CHS,470,16
FLL,CID,1273,12
FLL,CLE,1062,16
FLL,CLT,632,13
FLL,CMH,973,16
FLL,CVG,932,11
FLL,DAL,1108,13
FLL,DCA,899,13
FLL,DEN,1703,9
FLL,DFW,1119,13
FLL,DSM,1315,13
FLL,DTW,1127,11
FLL,EWR,1065,13
FLL,FNT,1182,9
FLL,FSD,1526,10
FLL,GRR,1198,12
FLL,GSP,620,13
FLL,HDN,1843,12
FLL,HOU,957,10
FLL,HPN,1097,18
FLL,IAD,901,13
FLL,IAH,966,14
FLL,IND,1005,15
FLL,ISP,1092,13
FLL,JAX,319,16
FLL,JFK,1069,12
FLL,LAS,2173,20
FLL,LAX,2343,10
FLL,LCK,961,8
FLL,LEX,865,9
FLL,LGA,1076,13
FLL,MCI,1242,15
FLL,MCO,177,17
FLL,MDT,993,15
FLL,MDW,1167,12
FLL,MEM,851,8
FLL,MKE,1243,17
FLL,MSP,1487,14
FLL,MSY,674,15
FLL,MYR,529,18
FLL,OMA,1383,13
FLL,ORD,1182,14
FLL,ORF,781,16
FLL,ORH,1211,12
FLL,PBG,1334,14
FLL,PDX,2694,10
FLL,PHL,992,13
FLL,PHX,1972,19
FLL,PIA,1145,15
FLL,PIT,994,17
FLL,PNS,525,8
FLL,PVD,1188,18
FLL,RDU,680,15
FLL,RIC,805,17
FLL,ROC,1183,20
FLL,SAN,2269,17
FLL,SAT,1145,19
FLL,SAV,422,20
FLL,SDF,895,8
FLL,SEA,2717,18
FLL,SFO,2584,17
FLL,SJU,1046,13
FLL,SLC,2084,7
FLL,STL,1057,13
FLL,STT,1107,7
FLL,STX,1140,13
FLL,SWF,1118,10
FLL,SYR,1197,11
FLL,TLH,393,8
FLL,TPA,197,14
FLL,TTN,1026,7
FLL,TVC,1322,8
FLL,TYS,709,12
FLL,USA,643,14
FLL,XNA,1092,14
FNT,AZA,1650,9
FNT,BNA,497,16
FNT,FLL,1182,13
FNT,JAX,867,12
FNT,LAS,1733,13
FNT,ORD,223,14
FNT,PGD,1111,10
FNT,PIE,1040,13
FNT,SFB,988,9
FNT,SRQ,1075,9
FNT,VPS,874,10
FOD,MCW,61,17
FOD,ORD,325,12
FSD,ATL,954,5
FSD,AUS,925,11
FSD,AZA,1072,14
FSD,BNA,741,14
FSD,DEN,483,13
FSD,DFW,737,13
FSD,FLL,1526,13
FSD,LAS,1104,20
FSD,LAX,1340,13
FSD,MSP,196,13
FSD,ORD,462,11
FSD,PGD,1415,18
FSD,PHX,1081,14
FSD,PIE,1334,12
FSD,SFB,1334,10
FSD,STC,190,9
FSM,DFW,227,10
FWA,ATL,508,11
FWA,AZA,1546,14
FWA,CLT,460,6
FWA,DFW,859,12
FWA,DTW,128,8
FWA,LAS,1649,21
FWA,MSP,488,9
FWA,MYR,610,12
FWA,ORD,157,13
FWA,PGD,986,12
FWA,PIE,912,19
FWA,SFB,870,15
FWA,SRQ,948,18
GCC,DEN,313,5
GCK,DFW,404,6
GEG,ATL,1969,12
GEG,AZA,1034,17
GEG,BOI,287,11
GEG,CLT,2060,22
GEG,DAL,1486,11
GEG,DEN,836,13
GEG,DFW,1477,6
GEG,LAS,806,12
GEG,LAX,945,13
GEG,MSP,1175,12
GEG,OAK,723,6
GEG,ORD,1498,23
GEG,PDX,279,14
GEG,PHX,1020,12
GEG,SAN,1027,7
GEG,SEA,224,11
GEG,SFO,733,7
GEG,SJC,742,12
GEG,SLC,546,13
GEG,SMF,649,12
GEG,SNA,962,14
GFK,AZA,1260,13
GFK,LAS,1230,21
GFK,MSP,284,12
GFK,SFB,1573,13
GGG,DFW,140,6
GJT,DEN,212,13
GJT,DFW,773,12
GJT,LAS,420,17
GJT,LAX,655,19
GJT,PHX,438,11
GJT,SLC,216,5
GNV,ATL,300,11
GNV,AUS,924,14
GNV,CLT,388,11
GNV,DFW,900,16
GNV,MIA,294,10
GPT,ATL,352,10
GPT,CLT,577,12
GPT,DFW,500,10
GPT,IAH,376,7
GPT,SFB,485,14
GRB,ATL,774,5
GRB,DEN,905,16
GRB,DTW,287,11
GRB,JAX,1027,12
GRB,MCO,1169,16
GRB,MSP,252,12
GRB,ORD,173,10
GRB,SEA,1646,13
GRB,SJC,1822,11
GRI,AZA,905,20
GRI,DFW,561,7
GRI,LAS,971,12
GRK,DFW,134,12
GRR,ATL,640,12
GRR,AUS,1103,8
GRR,AZA,1561,12
GRR,BNA,470,13
GRR,BOS,740,7
GRR,BWI,528,14
GRR,CLT,583,11
GRR,DCA,524,12
GRR,DEN,1015,15
GRR,DFW,931,14
GRR,DTW,120,14
GRR,EWR,605,11
GRR,FLL,1198,10
GRR,IAH,1042,8
GRR,LAS,1642,14
GRR,LAX,1874,13
GRR,LGA,618,11
GRR,MCO,1024,17
GRR,MDW,137,12
GRR,MIA,1214,6
GRR,MSP,408,12
GRR,ORD,137,12
GRR,PBI,1158,14
GRR,PDX,1833,7
GRR,PGD,1118,14
GRR,PHL,573,11
GRR,PHX,1574,7
GRR,PIE,1044,9
GRR,RSW,1147,12
GRR,SAV,778,12
GRR,SFB,1001,10
GRR,SRQ,1080,15
GRR,TPA,1041,11
GRR,VPS,857,10
GSO,ATL,306,12
GSO,CLT,83,12
GSO,DCA,248,10
GSO,DEN,1370,8
GSO,DFW,999,12
GSO,DTW,460,7
GSO,EWR,445,12
GSO,LGA,461,11
GSO,MIA,710,7
GSO,ORD,589,7
GSO,PHL,365,17
GSO,PIE,587,15
GSO,SFB,510,16
GSP,ATL,153,12
GSP,AUS,957,12
GSP,BNA,265,10
GSP,BWI,426,13
GSP,CLT,75,11
GSP,DCA,396,11
GSP,DEN,1278,16
GSP,DFW,862,12
GSP,DTW,508,12
GSP,EWR,594,9
GSP,FLL,620,15
GSP,HOU,845,14
GSP,IAH,837,7
GSP,LGA,610,12
GSP,MIA,637,6
GSP,ORD,577,10
GSP,PHL,515,8
GSP,PIE,482,16
GSP,SFB,425,16
GST,JNU,41,17
GTF,AZA,978,19
GTF,DEN,623,14
GTF,LAS,811,17
GTF,MSP,887,5
GTF,ORD,1210,12
GTF,SEA,512,15
GTF,SLC,463,12
GTR,ATL,241,6
GUC,DEN,152,13
GUC,DFW,678,12
GUM,HNL,3801,7
GUM,SPN,129,8
HDN,ATL,1340,14
HDN,BNA,1153,11
HDN,BOS,1871,13
HDN,DAL,779,14
HDN,DEN,141,13
HDN,DFW,769,14
HDN,EWR,1728,11
HDN,FLL,1843,15
HDN,IAD,1582,15
HDN,IAH,985,13
HDN,LAX,763,16
HDN,MSP,774,15
HDN,ORD,1009,12
HDN,SAN,769,15
HDN,SEA,891,13
HDN,SFO,838,14
HGR,MYR,421,15
HGR,PIE,861,20
HGR,SFB,780,20
HHH,ATL,238,12
HHH,BOS,878,14
HHH,CLT,207,14
HHH,DCA,501,11
HHH,EWR,687,12
HHH,LGA,701,17
HHH,ORD,781,14
HHH,PHL,609,13
HIB,MSP,174,11
HLN,DEN,594,6
HLN,SEA,491,16
HLN,SLC,402,13
HNL,ANC,2777,22
HNL,ATL,4502,15
HNL,AUS,3764,10
HNL,BOS,5095,14
HNL,DEN,3365,20
HNL,DFW,3784,19
HNL,DTW,4475,15
HNL,EWR,4962,15
HNL,GUM,3801,14
HNL,IAD,4817,16
HNL,IAH,3904,19
HNL,ITO,216,13
HNL,JFK,4983,16
HNL,KOA,163,12
HNL,LAS,2762,9
HNL,LAX,2556,13
HNL,LGB,2569,11
HNL,LIH,102,13
HNL,MSP,3972,17
HNL,OAK,2409,12
HNL,OGG,100,14
HNL,ONT,2603,13
HNL,ORD,4243,17
HNL,PAE,2694,14
HNL,PDX,2603,12
HNL,PHX,2917,14
HNL,PPG,2599,16
HNL,SAN,2614,12
HNL,SEA,2677,14
HNL,SFO,2398,14
HNL,SJC,2417,12
HNL,SLC,2994,20
HNL,SMF,2462,13
HOB,DEN,501,7
HOB,IAH,501,8
HOU,ABQ,759,14
HOU,AMA,537,14
HOU,ATL,696,13
HOU,AUS,148,14
HOU,AVL,843,14
HOU,AZA,998,13
HOU,BHM,570,15
HOU,BNA,670,13
HOU,BUF,1297,12
HOU,BUR,1389,9
HOU,BWI,1246,12
HOU,CHS,928,15
HOU,CLT,920,15
HOU,CMH,1000,15
HOU,COS,829,13
HOU,CRP,187,16
HOU,DAL,239,14
HOU,DCA,1218,10
HOU,DEN,883,13
HOU,DFW,247,12
HOU,DSM,825,19
HOU,DTW,1092,13
HOU,ECP,570,13
HOU,ELP,677,14
HOU,FLL,957,14
HOU,GSP,845,11
HOU,HRL,277,15
HOU,IND,861,14
HOU,JAN,359,16
HOU,JAX,816,14
HOU,LAS,1235,13
HOU,LAX,1390,13
HOU,LBB,475,9
HOU,LGA,1428,12
HOU,LGB,1374,9
HOU,LIT,393,16
HOU,MAF,441,14
HOU,MCI,666,15
HOU,MCO,849,12
HOU,MDW,937,13
HOU,MEM,484,16
HOU,MIA,955,14
HOU,MSY,302,14
HOU,OAK,1642,14
HOU,OKC,419,15
HOU,OMA,804,13
HOU,ONT,1345,13
HOU,PHL,1335,13
HOU,PHX,1020,14
HOU,PIT,1131,14
HOU,PNS,488,14
HOU,PVU,1181,12
HOU,RDU,1050,14
HOU,RSW,852,15
HOU,SAN,1313,13
HOU,SAT,192,14
HOU,SAV,853,14
HOU,SDF,803,14
HOU,SJC,1621,12
HOU,SJU,1997,11
HOU,SLC,1214,9
HOU,SMF,1624,14
HOU,SRQ,789,18
HOU,STL,687,13
HOU,TPA,781,11
HOU,TUL,453,15
HOU,TUS,945,15
HOU,TYS,782,14
HOU,VPS,527,15
HPN,ACK,191,8
HPN,ATL,780,12
HPN,CHS,663,10
HPN,CLT,564,10
HPN,DCA,234,11
HPN,DTW,505,12
HPN,FLL,1097,14
HPN,MCO,972,10
HPN,MIA,1118,6
HPN,ORD,738,12
HPN,PBI,1056,13
HPN,RSW,1102,8
HPN,SJU,1624,8
HPN,TPA,1032,8
HRL,AUS,273,13
HRL,DAL,458,12
HRL,DEN,1023,15
HRL,DFW,461,12
HRL,HOU,277,11
HRL,IAH,295,5
HRL,MSP,1310,15
HRL,ORD,1219,13
HSV,ATL,151,11
HSV,CLT,333,7
HSV,DCA,613,11
HSV,DEN,1048,8
HSV,DFW,603,11
HSV,DTW,554,13
HSV,IAD,596,17
HSV,MIA,722,6
HSV,MSN,602,14
HSV,OKC,616,14
HSV,ORD,510,10
HTS,MYR,382,9
HTS,PGD,790,21
HTS,PIE,721,15
HTS,SFB,665,15
HTS,VPS,589,18
HYA,DCA,407,14
HYA,JFK,196,15
HYA,LGA,197,12
HYS,DEN,298,6
HYS,SLN,88,14
IAD,ANC,3356,17
IAD,ATL,534,12
IAD,AUS,1297,13
IAD,BDL,325,22
IAD,BNA,542,12
IAD,BOS,413,17
IAD,BTV,441,12
IAD,BUF,283,22
IAD,BWI,45,14
IAD,BZN,1773,8
IAD,CHS,441,12
IAD,CLE,288,22
IAD,CLT,322,12
IAD,CMH,299,17
IAD,CVG,388,8
IAD,DEN,1452,15
IAD,DFW,1172,12
IAD,DTW,383,13
IAD,EWR,212,17
IAD,EYW,1023,8
IAD,FLL,901,13
IAD,HDN,1582,12
IAD,HNL,4817,8
IAD,HSV,596,12
IAD,IAH,1190,12
IAD,IND,476,12
IAD,JAX,630,12
IAD,JFK,228,16
IAD,JST,120,12
IAD,LAS,2065,12
IAD,LAX,2288,16
IAD,LGA,229,13
IAD,MCI,926,18
IAD,MCO,758,12
IAD,MDW,577,8
IAD,MGW,140,9
IAD,MIA,921,9
IAD,MKE,611,9
IAD,MSN,684,17
IAD,MSP,908,12
IAD,MSY,955,17
IAD,MYR,372,12
IAD,ORD,588,13
IAD,ORF,157,17
IAD,PBI,859,9
IAD,PDX,2327,17
IAD,PGD,869,18
IAD,PHX,1956,15
IAD,PIT,182,17
IAD,PSP,2188,9
IAD,PVD,371,17
IAD,PWM,493,12
IAD,RDU,224,17
IAD,ROC,288,17
IAD,RSW,891,9
IAD,SAN,2253,13
IAD,SAT,1362,17
IAD,SAV,515,17
IAD,SBN,505,18
IAD,SDF,451,17
IAD,SEA,2306,16
IAD,SFO,2419,14
IAD,SJU,1571,8
IAD,SLC,1828,7
IAD,SMF,2358,17
IAD,SRQ,849,9
IAD,STT,1606,8
IAD,SYR,296,17
IAD,TPA,811,12
IAG,PGD,1129,14
IAG,PIE,1069,12
IAG,SFB,996,19
IAH,ABQ,744,20
IAH,AMA,517,12
IAH,ANC,3266,14
IAH,ASE,913,12
IAH,ATL,689,12
IAH,AUS,140,17
IAH,BHM,562,16
IAH,BNA,657,16
IAH,BOS,1597,12
IAH,BRO,308,14
IAH,BTR,253,14
IAH,BWI,1235,13
IAH,BZN,1385,10
IAH,CHS,925,13
IAH,CLE,1091,14
IAH,CLT,912,12
IAH,CMH,986,18
IAH,COS,809,19
IAH,CRP,201,16
IAH,CVG,871,18
IAH,DAL,216,14
IAH,DCA,1208,14
IAH,DEN,862,12
IAH,DFW,224,12
IAH,DSM,802,20
IAH,DTW,1075,13
IAH,ECP,572,19
IAH,EGE,934,10
IAH,ELP,667,12
IAH,EWR,1400,12
IAH,EYW,915,12
IAH,FCA,1613,9
IAH,FLL,966,12
IAH,GPT,376,18
IAH,GRR,1042,18
IAH,GSP,837,18
IAH,HDN,985,9
IAH,HNL,3904,10
IAH,HOB,501,19
IAH,HRL,295,21
IAH,IAD,1190,16
IAH,ICT,542,10
IAH,IND,844,12
IAH,JAC,1265,9
IAH,JAX,817,13
IAH,JFK,1417,12
IAH,LAS,1222,14
IAH,LAX,1379,14
IAH,LBB,458,14
IAH,LFT,201,14
IAH,LGA,1416,13
IAH,LIT,374,14
IAH,LRD,301,12
IAH,MAF,429,14
IAH,MCI,643,20
IAH,MCO,854,13
IAH,MDW,917,13
IAH,MEI,422,18
IAH,MEM,468,20
IAH,MFE,316,20
IAH,MIA,964,12
IAH,MKE,984,19
IAH,MOB,427,14
IAH,MSN,966,11
IAH,MSP,1034,14
IAH,MSY,305,15
IAH,MTJ,927,12
IAH,OKC,395,19
IAH,OMA,781,20
IAH,ONT,1334,20
IAH,ORD,925,13
IAH,ORF,1201,18
IAH,PBI,956,12
IAH,PDX,1825,16
IAH,PHL,1325,12
IAH,PHX,1009,14
IAH,PIB,372,9
IAH,PIT,1117,12
IAH,PNS,489,19
IAH,PSP,1269,9
IAH,RDU,1042,14
IAH,RIC,1157,18
IAH,RNO,1530,10
IAH,RSW,861,12
IAH,SAN,1303,14
IAH,SAT,191,16
IAH,SAV,851,12
IAH,SDF,788,12
IAH,SEA,1874,16
IAH,SFO,1635,14
IAH,SGF,513,14
IAH,SHV,192,10
IAH,SJC,1608,19
IAH,SJU,2007,14
IAH,SLC,1195,12
IAH,SMF,1609,19
IAH,SNA,1346,16
IAH,SRQ,796,9
IAH,STL,667,18
IAH,STT,2070,9
IAH,TPA,787,13
IAH,TUL,429,20
IAH,TUS,936,19
IAH,TVC,1149,12
IAH,TYS,771,12
IAH,VCT,123,20
IAH,XNA,438,18
ICT,ATL,782,11
ICT,AZA,855,14
ICT,DCA,1110,14
ICT,DEN,420,9
ICT,DFW,328,12
ICT,IAH,542,11
ICT,LAS,986,12
ICT,LAX,1203,13
ICT,MIA,1295,7
ICT,MSP,545,7
ICT,ORD,588,10
ICT,PHX,870,6
ICT,PIE,1087,18
ICT,SFB,1117,17
ICT,STL,392,6
ICT,VPS,796,10
IDA,AZA,704,16
IDA,DEN,458,14
IDA,DFW,1095,13
IDA,LAS,538,17
IDA,OAK,666,14
IDA,PDX,539,19
IDA,PHX,695,12
IDA,SLC,188,13
IDA,SNA,747,12
ILM,ATL,377,11
ILM,BOS,672,13
ILM,CLT,185,12
ILM,DCA,319,15
ILM,DFW,1106,16
ILM,EWR,488,7
ILM,LGA,500,11
ILM,MIA,601,6
ILM,MSP,1094,15
ILM,ORD,760,12
ILM,PHL,413,13
IMT,DTW,344,14
IMT,MSP,257,7
IND,ATL,432,11
IND,AUS,919,10
IND,BOS,818,12
IND,BUF,452,12
IND,BWI,516,12
IND,CHS,585,12
IND,CLT,427,12
IND,DAL,755,12
IND,DCA,500,11
IND,DEN,977,14
IND,DFW,761,11
IND,DTW,231,13
IND,ECP,646,13
IND,EUG,1911,12
IND,EWR,645,11
IND,EYW,1078,13
IND,FLL,1005,11
IND,HOU,861,10
IND,IAD,476,10
IND,IAH,844,11
IND,JAX,687,10
IND,JFK,665,12
IND,LAS,1590,11
IND,LAX,1814,16
IND,LGA,660,11
IND,MCI,451,12
IND,MCO,829,13
IND,MIA,1020,7
IND,MSP,503,12
IND,MSY,707,16
IND,MYR,583,13
IND,ORD,177,11
IND,PBI,967,10
IND,PDX,1877,12
IND,PGD,916,9
IND,PHL,588,11
IND,PHX,1488,12
IND,PIE,840,12
IND,RDU,489,18
IND,RSW,945,13
IND,SAN,1782,13
IND,SAV,596,16
IND,SEA,1866,18
IND,SFB,807,12
IND,SFO,1943,7
IND,SLC,1355,8
IND,SRQ,876,13
IND,TPA,837,13
IND,VPS,637,16
INL,MSP,255,14
ISP,ATL,795,11
ISP,BWI,220,11
ISP,FLL,1092,9
ISP,MCO,971,13
ISP,MIA,1113,10
ISP,MYR,586,18
ISP,PBI,1052,13
ISP,RSW,1101,13
ISP,TPA,1034,13
ITH,EWR,172,6
ITH,JFK,189,6
ITO,HNL,216,12
ITO,OGG,121,8
JAC,ATL,1572,8
JAC,CLT,1685,10
JAC,DEN,406,13
JAC,DFW,1047,13
JAC,EWR,1874,12
JAC,IAH,1265,12
JAC,LAX,784,13
JAC,MSP,872,15
JAC,ORD,1162,12
JAC,SAN,828,12
JAC,SEA,621,11
JAC,SFO,737,12
JAC,SLC,205,13
JAN,ATL,341,12
JAN,BWI,888,12
JAN,CLT,562,10
JAN,DCA,860,5
JAN,DFW,408,10
JAN,HOU,359,12
JAN,MCO,588,11
JAX,ATL,270,11
JAX,ATW,1020,12
JAX,AUS,954,19
JAX,BLV,723,15
JAX,BNA,483,12
JAX,BOS,1010,12
JAX,BWI,663,12
JAX,CLE,753,22
JAX,CLT,328,11
JAX,CVG,613,20
JAX,DAL,907,12
JAX,DCA,634,12
JAX,DEN,1447,12
JAX,DFW,918,11
JAX,DTW,813,11
JAX,EWR,820,11
JAX,FLL,319,18
JAX,FNT,867,19
JAX,HOU,816,13
JAX,IAD,630,14
JAX,IAH,817,11
JAX,IND,687,17
JAX,JFK,828,11
JAX,LGA,833,11
JAX,MDT,724,14
JAX,MDW,849,14
JAX,MIA,335,12
JAX,MKE,925,14
JAX,MSP,1174,17
JAX,ORD,864,11
JAX,ORF,542,12
JAX,PHL,742,10
JAX,PHX,1786,7
JAX,PIT,694,18
JAX,SJU,1288,10
JAX,STL,753,13
JAX,TYS,390,18
JFK,ABQ,1826,20
JFK,ACK,199,12
JFK,AGS,675,12
JFK,ANC,3386,9
JFK,ATL,760,12
JFK,AUS,1521,11
JFK,BGR,382,22
JFK,BNA,765,14
JFK,BOS,187,15
JFK,BQN,1576,20
JFK,BTV,266,15
JFK,BUF,301,14
JFK,BUR,2465,16
JFK,BWI,184,15
JFK,BZN,1902,10
JFK,CHS,636,13
JFK,CLE,425,14
JFK,CLT,541,12
JFK,CMH,483,15
JFK,CVG,589,14
JFK,DCA,213,14
JFK,DEN,1626,15
JFK,DFW,1391,14
JFK,DTW,509,12
JFK,EGE,1746,7
JFK,FLL,1069,12
JFK,HNL,4983,10
JFK,HYA,196,13
JFK,IAD,228,15
JFK,IAH,1417,8
JFK,IND,665,15
JFK,ITH,189,14
JFK,JAX,828,14
JFK,LAS,2248,11
JFK,LAX,2475,14
JFK,LGA,11,20
JFK,MCI,1113,13
JFK,MCO,944,13
JFK,MIA,1089,11
JFK,MKE,745,13
JFK,MSP,1029,12
JFK,MSY,1182,8
JFK,MVY,173,12
JFK,ONT,2429,19
JFK,ORD,740,11
JFK,ORF,290,13
JFK,ORH,150,12
JFK,PBI,1028,13
JFK,PDX,2454,19
JFK,PHX,2153,13
JFK,PIT,340,14
JFK,PSE,1617,22
JFK,PSP,2378,11
JFK,PWM,273,15
JFK,RDU,427,15
JFK,RIC,288,13
JFK,RNO,2411,19
JFK,ROC,264,17
JFK,RSW,1074,10
JFK,SAN,2446,15
JFK,SAT,1587,9
JFK,SAV,718,13
JFK,SDF,662,11
JFK,SEA,2422,11
JFK,SFO,2586,13
JFK,SJC,2569,17
JFK,SJU,1598,12
JFK,SLC,1990,16
JFK,SMF,2521,18
JFK,SNA,2454,9
JFK,SRQ,1041,8
JFK,STT,1623,8
JFK,SYR,209,13
JFK,TPA,1005,14
JLN,DEC,357,7
JLN,DEN,582,18
JLN,ORD,484,6
JMS,DEN,573,13
JMS,DVL,83,17
JNU,ANC,571,14
JNU,GST,41,16
JNU,KTN,234,7
JNU,PSG,123,13
JNU,SEA,909,8
JNU,SIT,95,21
JNU,YAK,198,10
JST,IAD,120,10
JST,ORD,487,14
KOA,ANC,2874,22
KOA,DEN,3329,19
KOA,HNL,163,13
KOA,LAS,2717,7
KOA,LAX,2504,15
KOA,LIH,263,9
KOA,OAK,2378,9
KOA,OGG,84,10
KOA,ORD,4213,18
KOA,PDX,2607,13
KOA,PHX,2860,21
KOA,SAN,2556,22
KOA,SEA,2688,20
KOA,SFO,2367,15
KOA,SJC,2384,12
KOA,SMF,2435,12
KTN,JNU,234,20
KTN,SEA,680,13
KTN,SIT,183,17
KTN,WRG,82,9
LAN,DCA,479,17
LAN,DTW,74,12
LAR,DEN,113,18
LAS,ABQ,486,14
LAS,ALB,2237,9
LAS,AMA,758,10
LAS,ANC,2304,19
LAS,ATL,1747,12
LAS,ATW,1510,12
LAS,AUS,1090,14
LAS,AVL,1824,10
LAS,AZA,276,13
LAS,BHM,1618,10
LAS,BIL,754,13
LAS,BIS,1048,6
LAS,BLI,954,15
LAS,BLV,1400,6
LAS,BNA,1587,10
LAS,BOI,519,14
LAS,BOS,2381,13
LAS,BTR,1436,12
LAS,BUF,1986,11
LAS,BUR,223,13
LAS,BWI,2106,11
LAS,BZN,701,13
LAS,CAK,1846,10
LAS,CHA,1682,6
LAS,CHS,2005,9
LAS,CID,1319,7
LAS,CLE,1824,15
LAS,CLT,1916,14
LAS,CMH,1771,16
LAS,COS,604,15
LAS,CVG,1678,17
LAS,DAL,1067,12
LAS,DCA,2089,12
LAS,DEN,628,12
LAS,DFW,1055,9
LAS,DSM,1216,11
LAS,DTW,1749,13
LAS,ELP,583,14
LAS,EUG,700,11
LAS,EWR,2227,15
LAS,FAR,1205,7
LAS,FAT,259,14
LAS,FCA,845,13
LAS,FLL,2173,21
LAS,FNT,1733,16
LAS,FSD,1104,14
LAS,FWA,1649,14
LAS,GEG,806,13
LAS,GFK,1230,15
LAS,GJT,420,14
LAS,GRI,971,7
LAS,GRR,1642,14
LAS,GTF,811,13
LAS,HNL,2762,9
LAS,HOU,1235,12
LAS,IAD,2065,13
LAS,IAH,1222,12
LAS,ICT,986,12
LAS,IDA,538,12
LAS,IND,1590,14
LAS,JFK,2248,12
LAS,KOA,2717,11
LAS,LAX,236,13
LAS,LBB,775,11
LAS,LEX,1686,6
LAS,LGA,2242,14
LAS,LGB,231,13
LAS,LIH,2818,10
LAS,LIT,1294,12
LAS,LRD,1092,8
LAS,MAF,795,10
LAS,MCI,1139,11
LAS,MCO,2039,16
LAS,MDW,1521,12
LAS,MEM,1416,8
LAS,MFE,1210,11
LAS,MFR,600,12
LAS,MIA,2174,12
LAS,MKE,1524,14
LAS,MLI,1376,7
LAS,MOT,1098,10
LAS,MRY,375,14
LAS,MSO,750,12
LAS,MSP,1299,12
LAS,MSY,1500,14
LAS,OAK,407,14
LAS,OGG,2695,9
LAS,OKC,986,13
LAS,OMA,1099,13
LAS,ONT,197,13
LAS,ORD,1514,12
LAS,ORF,2154,16
LAS,PAE,894,20
LAS,PDX,763,15
LAS,PHL,2176,20
LAS,PHX,255,13
LAS,PIA,1413,15
LAS,PIT,1910,15
LAS,PSC,732,9
LAS,PSP,173,15
LAS,PVU,341,15
LAS,RAP,843,12
LAS,RDU,2026,22
LAS,RFD,1455,14
LAS,RIC,2086,21
LAS,RNO,345,14
LAS,ROC,2040,9
LAS,SAN,258,13
LAS,SAT,1069,13
LAS,SBA,289,15
LAS,SBN,1594,7
LAS,SBP,314,19
LAS,SCK,359,13
LAS,SDF,1624,12
LAS,SEA,867,13
LAS,SFB,2034,23
LAS,SFO,414,12
LAS,SGF,1209,6
LAS,SHV,1243,13
LAS,SJC,386,14
LAS,SLC,368,13
LAS,SMF,397,13
LAS,SMX,310,14
LAS,SNA,226,13
LAS,STL,1371,12
LAS,STS,454,14
